triple_id,subject,predicate,object,source_standard,clause,note,confidence,layer,scenario_id,subject_type,object_type,norm_predicate
642,SCN_CFRD_A类裂缝,instance_of,RepairScenario,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,Concept,instance_of
643,SCN_CFRD_A类裂缝,has_defect,A类裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,DefectFeature,has_defect
644,SCN_CFRD_A类裂缝,treated_by,裂缝周围清理,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMethod,treated_by
645,SCN_CFRD_A类裂缝,treated_by,手刮聚脲封闭,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMaterial,treated_by
646,SCN_CFRD_A类裂缝,has_condition,清理宽度30cm,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMethod,has_condition
647,SCN_CFRD_B类裂缝,instance_of,RepairScenario,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,Concept,instance_of
648,SCN_CFRD_B类裂缝,has_defect,B类裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,DefectFeature,has_defect
649,SCN_CFRD_B类裂缝,treated_by,骑缝灌浆处理,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMethod,treated_by
650,SCN_CFRD_B类裂缝,treated_by,手刮聚脲封闭,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMaterial,treated_by
651,SCN_CFRD_B类裂缝,has_condition,清理裂缝周围40cm混凝土基面,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMethod,has_condition
652,SCN_CFRD_CD类裂缝,instance_of,RepairScenario,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,Concept,instance_of
653,SCN_CFRD_CD类裂缝,has_defect,C类裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,DefectFeature,has_defect
654,SCN_CFRD_CD类裂缝,has_defect,D类裂缝,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,DefectFeature,has_defect
655,SCN_CFRD_CD类裂缝,treated_by,沿裂缝切V型缝槽,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,Defect,treated_by
656,SCN_CFRD_CD类裂缝,treated_by,缝槽底部埋设骑缝灌浆孔,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMethod,treated_by
657,SCN_CFRD_CD类裂缝,treated_by,交叉钻斜孔,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMethod,treated_by
658,SCN_CFRD_CD类裂缝,treated_by,裂缝化学灌浆,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMethod,treated_by
659,SCN_CFRD_CD类裂缝,treated_by,弹性环氧砂浆回填缝槽,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMaterial,treated_by
660,SCN_CFRD_CD类裂缝,treated_by,手刮聚脲封闭,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairScenario,RepairMaterial,treated_by
661,弹性环氧砂浆,defined_as,以环氧树脂为主剂掺入增弹剂固化剂及惰性细粒材料的高分子材料砂浆,额勒赛下游水电项目上电站大坝面板检修方案,2.6.2,,high,case,,RepairMaterial,Concept,defined_as
662,弹性环氧砂浆,has_index_requirement,操作时间>45min,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
663,弹性环氧砂浆,has_index_requirement,7d抗渗压力≥1.5MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
664,弹性环氧砂浆,has_index_requirement,7d抗压强度≥40MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
665,弹性环氧砂浆,has_index_requirement,7d抗拉强度≥6MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
666,弹性环氧砂浆,has_index_requirement,7d与老混凝土干粘结强度≥3.0MPa或基材内聚破坏,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
667,弹性环氧砂浆,has_index_requirement,7d与老混凝土湿粘结强度≥2.0MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-2,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
668,无溶剂型高强环保环氧裂缝灌浆材料,has_index_requirement,初始粘度<80mPa·s,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-3,,high,case,,Defect,DefectFeature,has_index_requirement
669,无溶剂型高强环保环氧裂缝灌浆材料,has_index_requirement,凝胶时间60～100min,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-3,,high,case,,Defect,DefectFeature,has_index_requirement
670,无溶剂型高强环保环氧裂缝灌浆材料,has_index_requirement,28d抗压强度≥40MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-3,,high,case,,Defect,DefectFeature,has_index_requirement
671,无溶剂型高强环保环氧裂缝灌浆材料,has_index_requirement,28d抗拉强度≥10MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-3,,high,case,,Defect,DefectFeature,has_index_requirement
672,无溶剂型高强环保环氧裂缝灌浆材料,has_index_requirement,干粘结强度≥3.0MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-3,,high,case,,Defect,DefectFeature,has_index_requirement
673,无溶剂型高强环保环氧裂缝灌浆材料,has_index_requirement,湿粘结强度≥2.0MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-3,,high,case,,Defect,DefectFeature,has_index_requirement
674,无溶剂型高强环保环氧裂缝灌浆材料,has_index_requirement,无约束线收缩系数≤0.1%,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-3,,high,case,,Defect,DefectFeature,has_index_requirement
675,防渗型手刮聚脲,has_index_requirement,拉伸强度>16MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-4,,high,case,,RepairMaterial,Concept,has_index_requirement
676,防渗型手刮聚脲,has_index_requirement,扯断伸长率>380%,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-4,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
677,防渗型手刮聚脲,has_index_requirement,撕裂强度>40kN/m,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-4,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
678,防渗型手刮聚脲,has_index_requirement,硬度邵A40～50,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-4,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
679,防渗型手刮聚脲,has_index_requirement,附着力>2.5MPa,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-4,,high,case,,RepairMaterial,Concept,has_index_requirement
680,防渗型手刮聚脲,has_index_requirement,耐磨性<15mg,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-4,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
681,防渗型手刮聚脲,has_index_requirement,颜色浅灰色可调,额勒赛下游水电项目上电站大坝面板检修方案,表2.6-4,,high,case,,RepairMaterial,DefectFeature,has_index_requirement
682,面板孔洞,treated_by,凿除后回填环氧砂浆,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,Location,RepairMaterial,treated_by
683,面板孔洞,treated_by,顶部20cm×20cm聚脲封闭,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,Location,RepairMaterial,treated_by
684,面板孔洞,uses_material,聚脲厚度2mm,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,Location,RepairMaterial,uses_material
685,挤压破坏,treated_by,凿除后环氧砂浆修复,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,RiskOrIssue,RepairMaterial,treated_by
686,挤压破坏,treated_by,恢复垂直缝止水,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,RiskOrIssue,Location,treated_by
687,挤压破坏,treated_by,表面2mm厚聚脲涂刷,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,RiskOrIssue,RepairMaterial,treated_by
688,ELSY_1号渗漏点复查,has_defect,1#渗漏点,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,Case,Case,has_defect
689,ELSY_1号渗漏点复查,requires,检查封堵部位是否存在变化,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,Case,InvestigationMethod,requires
690,ELSY_1号渗漏点复查,treated_by,补充灌浆,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,Case,Concept,treated_by
691,ELSY_1号渗漏点复查,treated_by,表面封堵,额勒赛下游水电项目上电站大坝面板检修方案,2.7,,high,case,,Case,RepairMethod,treated_by
692,渗漏,may_lead_to,溶蚀现象,SL 230—2015 混凝土坝养护修理规程,3.3.3,,high,rule,,Defect,RiskOrIssue,may_lead_to
693,渗漏,investigated_by,检查渗漏类型、部位、渗漏量、规模、水质和溶蚀现象,SL 230—2015 混凝土坝养护修理规程,3.3.3,,high,rule,,Defect,InvestigationMethod,investigated_by
694,混凝土表面缺陷,classified_as,蜂窝,SL 230—2015 混凝土坝养护修理规程,3.3.3,,high,rule,,DefectFeature,Concept,classified_as
695,混凝土表面缺陷,classified_as,麻面,SL 230—2015 混凝土坝养护修理规程,3.3.3,,high,rule,,DefectFeature,Concept,classified_as
696,混凝土表面缺陷,classified_as,孔洞,SL 230—2015 混凝土坝养护修理规程,3.3.3,,high,rule,,DefectFeature,RiskOrIssue,classified_as
697,混凝土表面缺陷,classified_as,缺棱掉角,SL 230—2015 混凝土坝养护修理规程,3.3.3,,high,rule,,DefectFeature,Concept,classified_as
698,混凝土表面缺陷,classified_as,挤压破坏,SL 230—2015 混凝土坝养护修理规程,3.3.3,,high,rule,,DefectFeature,RiskOrIssue,classified_as
699,混凝土剥蚀,investigated_by,检查剥蚀部位、深度、范围和规模,SL 230—2015 混凝土坝养护修理规程,3.3.3,,high,rule,,RiskOrIssue,InvestigationMethod,investigated_by
700,钢筋锈蚀,investigated_by,检查钢筋锈蚀部位和范围,SL 230—2015 混凝土坝养护修理规程,3.3.3,,high,rule,,RiskOrIssue,InvestigationMethod,investigated_by
701,碳化引起的钢筋锈蚀,treated_by,凿除保护层,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.4,,high,rule,,RiskOrIssue,Concept,treated_by
702,混凝土剥蚀,treated_by,涂刷具有防渗特性的涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,rule,,RiskOrIssue,RepairMethod,treated_by
703,混凝土剥蚀,treated_by,涂刷具有耐水特性的涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,rule,,RiskOrIssue,RepairMethod,treated_by
704,混凝土剥蚀,treated_by,涂刷具有耐老化特性的涂料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.1.1,,high,rule,,RiskOrIssue,RepairMethod,treated_by
705,磨损和空蚀,treated_by,高强水泥混凝土修复,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,rule,,RiskOrIssue,RepairMaterial,treated_by
706,磨损和空蚀,treated_by,聚合物水泥混凝土修复,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,rule,,RiskOrIssue,RepairMaterial,treated_by
707,磨损和空蚀,uses_material,高标号抗冲磨材料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,rule,,RiskOrIssue,RepairMaterial,uses_material
708,磨损和空蚀,uses_material,高韧性抗冲磨材料,DL/T 5315—2014 水工混凝土建筑物修补加固技术规程,7.3.2,,high,rule,,RiskOrIssue,RepairMaterial,uses_material
